Geneid,SSCF31.bam,SSCF32.bam,SSCF33.bam,SSCF38.bam,SSCF39.bam
tafazzin,780,729,598,814,1060
tagapb,64,65,106,24,237
tagln3b,125,10889,76,13786,98
tagln,7042,95,6633,111,9298
tal1,12,8,4,2,8
tal2,2,0,0,0,2
taldo1,12317,13161,10970,14687,11827
tamalin,158,205,134,201,219
tamm41,877,930,822,1149,773
tanc1b,842,997,794,967,940
tanc2a,715,905,701,670,547
tanc2b,774,794,629,697,824
tango2,453,480,467,392,392
tango6,1122,1089,1173,1086,983
tank,60,103,68,149,91
taok1a,355,193,254,273,217
taok2a,5340,4019,3790,4037,4733
taok2b,1522,1191,729,683,1169
taok3a,231,318,254,376,376
taok3b,3,1,4,4,10
tap1,482,760,466,444,571
tap2a,445,736,338,372,99
tapbpl,118,104,111,79,123
tapt1a,98,279,74,60,133
tapt1b,462,891,425,647,420
tarbp1,237,155,208,208,168
tarbp2,467,492,444,390,479
tardbpa,4199,4546,3241,3169,3803
tardbpb,2218,2341,1558,1564,2475
tars1,526,906,416,623,556
tars3,1448,1275,1041,872,1325
tasor2,751,513,431,496,843
tasora,475,695,283,413,312
tasorb,2633,2067,1405,1582,2294
tasp1,270,530,502,272,230
tat,88,20,46,34,34
tatdn1,633,742,382,710,830
tatdn2,1573,1653,1478,970,1374
tax1bp1b,638,1538,407,355,983
tax1bp3,3590,4119,2556,2868,3443
tbata,2,0,0,0,0
tbc1d10c,7,8,16,16,16
tbc1d1,2214,3002,1603,2230,2571
tbc1d13,1779,983,1260,1046,1265
tbc1d14,1501,1145,815,1145,990
tbc1d15,1515,2058,1363,1414,1687
tbc1d16,1461,1460,1158,1230,1578
tbc1d17,1071,993,754,810,945
tbc1d19,914,1237,636,772,641
tbc1d20,905,1318,1019,866,1433
tbc1d22a,892,1052,1086,938,1006
tbc1d22b,80,132,55,47,1192
tbc1d23,2119,2716,2147,2116,103
tbc1d24,2689,1961,1774,2203,2642
tbc1d25,1082,986,1017,760,2175
tbc1d2,751,658,686,720,964
tbc1d2b,2512,2399,2535,1420,1140
tbc1d30,551,1611,703,1092,786
tbc1d31,479,863,498,414,487
tbc1d32,61,17,26,16,69
tbc1d4,67,152,125,74,104
tbc1d5,2048,2886,1925,2642,2629
tbc1d7,813,933,1029,828,731
tbc1d8b,1050,866,983,715,1156
tbc1d9,1709,1609,1696,1701,1594
tbca,1294,2260,921,1356,1778
tbcb,2725,3098,2322,3539,2840
tbcc,3511,4432,3328,3646,2473
tbccd1,1235,1097,1068,1093,1060
tbcd,1053,1364,731,1117,1366
tbce,687,738,517,440,1056
tbck,225,195,183,148,163
tbk1,1774,2071,1173,1864,2096
tbkbp1,48,54,22,44,57
tbl1x,2482,3004,2007,2659,2611
tbl2,1249,2212,884,1454,1563
tbl3,2524,3279,1942,2642,3187
tbp,1027,1120,1245,756,813
tbpl1,735,1486,826,981,870
tbpl2,1376,1090,1414,1523,1731
tbrg1,2514,2643,1944,2473,2741
tbrg4,2039,2418,1815,1881,2110
tbx1,0,2,0,0,2
tbx15,212,574,285,404,290
tbx16,7,3,18,4,6
tbx18,0,10,2,12,4
tbx20,66,72,68,142,32
tbx21,54,72,33,27,52
tbx22,2,0,0,0,0
tbx2b,382,759,660,595,775
tbx3a,47,48,45,21,30
tbx5a,0,0,0,2,1
tbx5b,6,34,43,17,32
tbx6,14,22,4,4,22
tbxa2r,2,0,2,2,5
tbxas1,246,494,324,363,337
tbxta,14,26,8,21,4
tbxtb,0,0,0,0,0
tcaim,1634,1354,1408,1122,931
tcap,57,41,30,11,19
tcea1,931,1167,875,1182,1407
tcea2,2659,2172,1941,1829,2465
tcea3,83,47,33,42,68
tceanc2,2297,2051,1597,1192,2127
tcerg1b,1796,2744,1293,1651,2510
tcf12,178,185,86,326,292
tcf15,214,313,136,247,232
tcf19l,688,1114,471,752,696
tcf20,3247,3036,2040,2159,2819
tcf21,0,2,2,4,0
tcf25,2822,3216,2408,2480,3211
tcf3a,1366,1102,1590,1215,1335
tcf3b,1098,1277,1116,999,1614
tcf7,248,195,207,113,342
tcf7l1b,393,114,186,652,420
tcf7l2,417,409,337,455,637
tchp,1151,1973,769,1013,1121
tcima,122,146,46,164,128
tcn2,3748,2266,3945,2192,2121
tcnba,16,4,10,5,15
tcp11l1,137,89,181,164,98
tcp11l2,1033,722,703,632,664
tcp1,4308,7348,3547,5470,6309
tcta,2688,2471,2115,2047,2986
tcte1,2,0,2,2,8
tctn1,14,4,12,1,2
tctn2,1275,1230,1068,897,1193
tdg.1,121,219,134,138,170
tdg.2,1264,935,742,626,940
tdgf1,2271,3004,1955,2253,2452
tdh2,0,3,0,0,4
tdh,775,684,734,586,749
tdo2a,0,5,4,4,6
tdp1,301,310,294,271,431
tdp2b,3229,3092,3865,2607,2611
tdrd1,1891,1944,1447,1712,2571
tdrd12,669,793,498,766,854
tdrd15,400,283,289,282,454
tdrd3,670,669,581,385,530
tdrd5,138,365,135,393,308
tdrd6,1156,2433,815,647,1056
tdrd7a,2245,2479,2007,2021,2109
tdrd7b,732,836,435,660,851
tdrd9,510,857,529,511,1425
tead1b,596,601,536,796,433
tead3a,2877,2243,1815,2080,2604
tead3b,1864,1075,1252,923,1030
tec,41,32,4,24,12
tecpr1a,824,810,732,517,762
tecpr1b,1766,2467,1300,1563,1841
tecpr2,449,451,288,253,308
tecrb,807,655,628,997,440
tecta,2,10,0,2,2
tectb,2,0,0,0,0
tedc1,363,476,168,430,378
tefa,263,150,236,110,468
tefb,1205,2001,1245,2101,2739
tefm,411,434,496,558,476
tegt,2095,2444,2253,2166,2339
tekt1,4,0,0,1,0
tekt2,21,25,132,41,18
tekt3,0,0,0,0,2
tekt4,0,0,5,0,0
telo2,787,821,558,792,451
ten1,678,693,724,615,574
tenm1,376,289,138,174,138
tenm2a,138,105,146,137,394
tenm4,132,76,95,143,200
tent2,471,1023,1345,966,693
tent4a,1027,1126,1181,715,963
tent4b,2882,2645,2161,2556,3085
tent5aa,454,359,133,104,170
tent5ba,526,748,463,419,398
tent5c,9653,14802,7716,11928,13974
tep1,2784,2424,2255,2481,2897
tepsin,957,1211,704,795,971
terb1,592,717,1013,578,445
terb2,150,113,211,119,265
terf1,42,50,40,19,41
terf2ip,2078,2638,2016,1759,1701
terfa,1960,2512,2424,1823,1588
tert,3971,5066,3680,3538,3760
tes,505,1169,496,687,514
tesca,4,4,8,10,4
tescb,879,1231,586,1000,562
tesk1b,1256,1494,899,1406,1390
tesk2,1006,1060,667,933,944
tespa1,106,104,51,72,48
tet1,81,54,59,35,57
tet2,23,15,10,7,15
tet3,10,9,6,2,11
tex10,1054,2061,957,1013,1584
tex11,229,439,186,352,634
tex2,187,153,127,885,142
tex261,556,1186,543,372,995
tex264a,350,546,227,72,423
tex2l,20,25,19,6,7
tex30,315,341,289,527,452
tex36,116,93,27,84,99
tex9,21,8,14,3,4
tfam,1614,1598,1457,2627,1147
tfap2a,28,43,13,67,42
tfap2b,4,4,2,2,0
tfap2c,1,8,0,4,0
tfap2d,12,0,2,2,13
tfap2e,93,82,36,72,52
tfap4,315,248,161,202,338
tfb1m,941,1266,710,442,1164
tfb2m,647,1144,913,901,860
tfcp2,1577,1502,1550,1413,1362
tfe3a,168,102,107,99,93
tfe3b,279,331,290,261,310
tfeb,696,276,571,414,541
tfec,25,10,11,36,2
tfg,3886,4951,4297,4735,5545
tfip11,1837,1767,1602,1274,1538
tfpi2,346,204,246,62,160
tfpia,112,77,56,72,84
tfpt,625,627,525,552,506
tfr1a,2147,1294,1842,509,1258
tfr1b,1318,3830,872,886,1887
tg,639,666,173,466,585
tgfa,3132,3455,3889,3147,3223
tgfb1a,65,30,78,32,28
tgfb2,16,5,11,1,13
tgfb3,101,263,141,73,150
tgfb5,24,23,4,41,30
tgfbi,8,33,20,6,17
tgfbr1b,140,99,99,50,84
tgfbr2b,2117,2058,1423,1091,1910
tgfbr3,37,22,29,32,29
tgfbrap1,1121,2134,1365,1434,1536
tgif1,109,85,135,102,95
tgm1l1,57,30,36,26,63
tgm2b,111,32,81,13,96
tgm2l,4,3,0,14,0
tgm5l,7,24,1,14,12
tgoln2,3122,3717,3494,3400,2972
tgs1,547,843,877,537,788
th2,0,0,0,0,2
th,4,0,2,0,0
tha1,38,69,45,40,28
thada,676,542,704,599,507
thap11,766,1013,879,1009,981
thap12a,1080,1414,892,871,918
thap12b,1206,1655,1080,1263,1135
thap1,894,930,910,718,835
thap4,617,758,852,594,867
thap7,153,236,120,181,168
thbd,8,11,14,10,12
thbs1b,9,12,16,0,4
thbs2a,26,10,17,8,14
thbs3a,243,383,118,160,773
thbs4a,505,213,339,213,451
thbs4b,36,132,56,38,77
them4,760,548,510,469,505
them6,1174,1109,767,1482,998
themis2,2,0,4,1,1
thg1l,1163,1250,1109,1383,1379
thnsl2,626,939,548,551,713
thoc1,2790,4318,2266,2965,3565
thoc2,2354,1608,1907,1835,2106
thoc3,1849,2515,1329,1317,1565
thoc5,4279,5120,2633,4342,4747
thoc6,1044,868,480,499,770
thoc7,5596,4442,5889,4507,4096
thop1,2630,3404,1801,3201,3685
thpo,6,8,0,4,10
thrab,330,382,246,296,255
thrap3a,33,17,20,10,24
thrap3b,1346,1703,1270,1354,1516
thrb,7418,7698,5349,6844,11576
thsd7aa,17,139,16,28,34
thsd7ba,2483,2999,1514,1254,1007
thtpa,596,631,359,518,257
thumpd1,1142,2072,1074,1358,1551
thumpd2,313,594,289,449,310
thumpd3,864,1264,795,1187,1154
thyn1,492,212,886,505,480
tial1,1221,1158,1323,897,923
tiam2a,1105,1026,884,927,1428
ticam1,74,339,11,21,46
ticrr,941,1311,507,592,1264
tie1,54,49,23,28,37
tifa,51,56,24,38,33
timd4,12,0,0,2,2
timeless,481,744,509,582,488
timm10,2523,3185,1858,2500,3195
timm10b,1968,1723,1429,2256,2345
timm13,1112,1304,1256,1040,1208
timm17a,1797,2185,2289,2453,1776
timm22,2839,2065,1334,2056,1952
timm23a,2830,3619,2272,2823,3893
timm29,1531,1786,1625,764,819
timm44,891,1552,710,890,1404
timm50,883,1611,650,1168,1283
timm8a,2674,4164,5984,5056,4944
timm8b,2803,1931,2993,2549,2065
timm9,4797,4358,4415,5104,4689
timmdc1,938,1599,1062,1301,1295
timp2a,3024,1889,2314,2044,2425
tinagl1,308,170,167,100,163
tinf2,1330,1955,1164,1382,1440
tiparp,285,956,392,301,745
tipin,357,423,274,498,486
tiprl,5937,5446,5566,5682,5500
tjap1,4483,3555,1459,3719,3793
tjp1a,2619,2104,1814,1359,2162
tjp1b,224,160,177,111,136
tjp2a,2630,2018,2382,2302,2455
tjp3,1458,1835,964,1313,1589
tk1,3736,1564,3122,2138,1074
tkfc,124,264,144,323,241
tktb,22803,22559,16533,15391,24075
tlcd1,16,61,62,39,23
tlcd2,2516,2736,2782,3542,2503
tlcd3a,850,922,710,587,1082
tlcd4b,15,74,44,22,21
tlcd5a,386,245,243,92,448
tlcd5b,3,4,1,5,2
tle2a,189,434,336,268,464
tle2b,1330,842,1099,1284,1342
tle3a,1361,1282,1313,1153,1849
tle5,4287,2854,2092,2035,3424
tlk1a,4862,4969,3790,4283,4229
tlk2,1123,1963,1038,1590,1770
tln1,405,352,370,264,397
tln2a,1142,1854,1612,1496,1223
tln2b,235,183,76,203,152
tlnrd1,948,1471,882,746,1025
tlr18,12030,8042,11368,7295,8717
tlr21,10,21,0,8,10
tlr22,74,107,98,159,369
tlr3,18,89,15,42,32
tlr7,2,0,0,2,0
tlx1,0,0,0,0,0
tlx2,14,10,0,9,2
tm2d1,308,361,286,259,283
tm2d2,1205,1581,1458,1315,1154
tm2d3,2272,1363,1444,935,1719
tm4sf18,50,61,56,26,74
tm4sf21b,0,4,2,4,0
tm4sf4,21,55,10,24,70
tm4sf5,102,95,107,147,184
tm6sf2a,148,149,38,8,171
tm6sf2b,6,0,2,0,2
tm7sf2,20,8,11,11,18
tm7sf3,39,19,23,30,28
tm9sf1,2210,2597,1792,2056,2397
tm9sf3,2840,3065,3931,4240,3097
tm9sf4,2343,2320,2266,2132,2223
tma16,910,1062,1146,834,834
tma7,2706,3328,4099,3431,3258
tmbim1a,1973,1496,1663,1367,1646
tmbim4,1608,2028,1784,1724,1373
tmc1,128,317,228,456,177
tmc2a,25,16,14,36,20
tmc2b,0,13,0,8,2
tmc4,5,10,4,0,4
tmc5,0,0,0,0,2
tmc6b,916,703,565,390,444
tmc8,24,39,83,35,22
tmcc1a,962,1676,968,1468,1549
tmcc1b,303,319,285,357,410
tmcc2,12,8,10,14,4
tmco1,3640,3674,3322,4273,3958
tmco3,224,237,202,162,184
tmco4,704,597,403,367,500
tmco6,162,322,233,311,264
tmed10,2692,3657,2753,3492,2765
tmed1b,2673,3019,2583,2082,2476
tmed2,4907,5835,4297,5168,5302
tmed3,562,546,863,494,392
tmed4,1386,1974,1021,1037,1505
tmed5,1435,1514,1077,1030,1480
tmed6,103,242,153,241,108
tmed7,3153,4586,3644,3431,3531
tmed8,1253,956,1078,817,1081
tmed9,1272,1371,945,871,951
tmeff1b,56,25,47,48,79
tmeff2a,2,11,2,2,15
tmem100a,36,28,22,35,26
tmem101,1247,1493,1135,1182,836
tmem102,491,757,403,474,381
tmem104,1393,1771,1074,828,1445
tmem106a,3578,3801,2922,2870,3349
tmem106ba,1290,845,1157,813,1080
tmem106bb,719,761,582,401,736
tmem106c,2101,2121,1889,1683,1750
tmem108,300,196,252,163,205
tmem110l,176,197,140,195,111
tmem11,3259,3468,2370,2335,2530
tmem115,3151,4614,2475,2846,3347
tmem117,1,26,0,1,0
tmem119a,8,2,6,1,11
tmem119b,33,16,20,20,65
tmem120aa,631,644,333,353,750
tmem120b,1518,2166,1408,1750,1965
tmem121ab,0,0,0,0,4
tmem121b,8,3,3,4,6
tmem125b,58,56,50,175,75
tmem126a,1618,1459,1811,1129,1279
tmem127,664,825,522,507,876
tmem128,603,555,571,565,616
tmem129,175,78,331,167,135
tmem130,0,0,0,0,0
tmem131,1109,1771,1175,1251,1367
tmem132e,1012,969,699,1636,1630
tmem134,875,1118,1033,1268,862
tmem135,1891,2576,2795,2391,1977
tmem138,432,445,629,443,368
tmem141,186,239,271,183,116
tmem144b,10893,13336,8707,10186,13510
tmem145,570,712,616,729,895
tmem147,2071,2226,1361,1824,1524
tmem14a,339,307,224,170,193
tmem14ca,934,1412,985,1036,1094
tmem151ba,37,26,22,16,16
tmem154,98,18,30,33,9
tmem160,356,437,307,354,469
tmem161a,899,835,715,847,1052
tmem161b,2451,1938,2483,2072,2029
tmem165,5169,6029,3486,5649,6953
tmem167a,3555,3219,2586,2954,3136
tmem167b,4282,3562,4031,3580,3512
tmem168a,680,675,407,644,458
tmem169b,527,215,208,71,346
tmem170a,238,260,268,386,334
tmem170b,69,52,235,116,51
tmem175,245,424,182,483,240
tmem17,549,185,533,206,148
tmem177,1221,1250,1249,1208,1267
tmem178a,83,44,42,42,20
tmem178bb,0,0,0,0,0
tmem179ba,336,243,284,310,326
tmem181,2235,1992,1891,1798,2146
tmem18,2743,1875,1761,1446,4
tmem182a,12,13,10,9,3001
tmem183a,256,284,150,227,159
tmem184a,1578,1299,829,1088,1055
tmem184ba,871,930,486,711,806
tmem184c,1190,1142,1033,691,1182
tmem185,385,663,444,550,480
tmem186,2244,1556,1620,1568,1202
tmem192,2924,1666,2212,2210,3018
tmem19,286,314,229,320,297
tmem198a,7,13,10,2,0
tmem199,1017,891,825,913,903
tmem200a,33,28,46,62,25
tmem200b,77,54,37,14,31
tmem201,1463,2182,1146,1324,1215
tmem203,1992,1778,1718,1682,1731
tmem204,20,20,22,10,21
tmem205,287,217,402,208,178
tmem208,1812,1964,1695,1828,1492
tmem209,2630,2633,2396,2070,3661
tmem214,4658,4334,4196,3370,3516
tmem216,786,874,646,714,676
tmem218,112,177,170,134,156
tmem220,524,585,502,242,397
tmem221,148,146,187,147,138
tmem222b,59341,74766,66594,86870,71391
tmem223,1271,1175,1185,992,1037
tmem229a,692,892,964,788,786
tmem229b,18,23,2,14,16
tmem230b,2235,1970,2281,1895,2094
tmem231,2368,2749,2788,2589,2791
tmem234,256,287,679,364,231
tmem236,30,10,16,34,32
tmem237a,4,2,0,0,0
tmem238a,2291,2153,2038,2072,3064
tmem240a,7,7,17,14,13
tmem242,722,809,671,744,720
tmem243b,1316,1583,1200,1236,1568
tmem244,65,38,65,77,49
tmem245,1125,1062,1209,1004,1385
tmem248,3923,3133,3201,2826,2933
tmem254,1505,3904,2242,2050,3052
tmem255a,12,8,6,18,5
tmem256,688,789,476,486,719
tmem258,4021,4255,3274,4834,4104
tmem259,1086,1949,1000,1634,1471
tmem260,482,346,288,450,458
tmem263,1345,2678,1600,1648,2097
tmem265,2,4,22,31,6
tmem266,3619,3958,3643,4487,3360
tmem267,114,235,100,76,135
tmem269,65,58,71,16,72
tmem275a,106,68,152,68,68
tmem276a,6,2,10,0,1
tmem276b,5,2,0,10,4
tmem30b,3491,3003,3161,2523,2816
tmem30c,32,5,12,15,10
tmem33,3669,2927,3019,3407,3368
tmem35,720,1112,698,924,385
tmem38a,23,6,6,22,20
tmem38b,606,664,680,522,520
tmem39a,3263,3028,2765,2763,3124
tmem39b,1445,1482,1051,1323,1653
tmem41aa,31,149,186,184,24
tmem41b,1457,1312,1516,1137,1095
tmem44,2282,2282,1704,2753,2770
tmem45a,21,16,18,12,8
tmem45b,2919,3285,3003,2844,3530
tmem47,2,5,0,2,0
tmem50a,3639,2959,3323,2784,3094
tmem51a,2152,2211,969,1497,2145
tmem51b,1589,1034,1151,702,1269
tmem53,835,1085,902,1055,872
tmem54a,64,32,171,23,44
tmem54b,3299,3469,2216,2489,3638
tmem59,3464,3674,2918,2549,4216
tmem59l,47,26,92,26,14
tmem62,1066,1106,746,1006,1111
tmem63a,3667,3979,3311,3018,4525
tmem63ba,2284,2175,2218,1794,1795
tmem63c,898,870,1190,732,676
tmem64,107,120,132,102,143
tmem65,628,622,496,798,661
tmem68,107,58,88,50,86
tmem70,700,905,550,1212,1047
tmem71,120,179,122,159,165
tmem72,14,2,0,5,0
tmem74b,61,42,43,68,37
tmem79a,979,1836,1384,1381,1410
tmem81,6,4,2,2,4
tmem82,0,2,0,4,7
tmem86a,90,99,97,49,76
tmem86b,21,56,45,70,45
tmem87b,603,715,1073,630,619
tmem88a,10,8,10,6,14
tmem8b,583,367,145,366,382
tmem91,2,0,1312,2,0
tmem9,1366,1655,6,1271,2052
tmem94,108,101,56,115,61
tmem97,1314,1012,1429,1517,1109
tmem98,37,72,34,22,54
tmem9b,2502,2662,2420,2619,2049
tmf1,771,1252,929,861,1104
tmie,5,10,0,0,9
tmigd1,157,84,87,65,110
tmlhe,147,158,164,85,171
tmod1,12,37,23,44,26
tmod2,2320,3161,3085,3022,3486
tmod4,215,159,67,154,154
tmpoa,1537,1733,1459,1287,1575
tmprss15,166,314,116,193,302
tmprss2,8,29,16,22,26
tmprss4a,4,1,0,4,4
tmprss5,2,0,0,4,10
tmprss7,4,5,0,8,57
tmprss9,19,12,8,11,28
tmsb1,20773,19243,27211,18377,18344
tmsb2,4,0,12,14,2
tmtc1,769,619,896,702,834
tmtc2b,331,398,256,398,261
tmtc3,2515,3589,1417,2581,3174
tmtc4,644,547,391,620,746
tmtops2b,0,12,0,0,0
tmtops3a,0,0,0,0,0
tmtopsb,8,36,2,16,14
tmub1,721,1384,771,1677,577
tmub2,684,685,604,723,750
tmx1,1306,2721,1177,1811,1868
tmx2a,2159,1598,1906,1263,1629
tncb,2,19,4,2,0
tnfa,2,0,0,0,1
tnfaip2b,325,215,179,424,307
tnfaip3,1112,960,1135,887,1485
tnfaip6,2,0,0,2,8
tnfaip8l1,1442,1665,1556,1458,1386
tnfaip8l2b,33,12,5,10,17
tnfaip8l3,8,8,1,0,14
tnfb,2,0,0,0,0
tnfrsf11a,12,20,13,16,20
tnfrsf19,259,362,198,90,385
tnfrsf1a,1007,1201,1047,696,999
tnfrsf1b,58,7,78,12,69
tnfrsf21,1233,1047,851,861,898
tnfrsf9a,15,49,6,6,6
tnfrsfa,3591,3359,3710,2988,2421
tnfsf10l,227,193,216,192,180
tnfsf11,132,189,172,280,105
tnfsf12,19,4,12,21,24
tnfsf13b,2,2,0,0,0
tnfsf14,0,0,0,0,2
tnika,507,751,247,510,755
tnikb,1092,994,891,1053,1240
tnip1,2371,3189,1607,1862,2334
tnip2,151,137,157,61,20
tnk1,19,6,22,14,7
tnk2a,11048,8771,11693,10460,10943
tnk2b,675,919,718,685,676
tnks1bp1,3544,10755,3321,4430,4719
tnmd,6,2,0,0,4
tnn,2,2,6,0,0
tnnc1a,57,48,33,66,81
tnnc2.2,273,399,201,332,99
tnni1a,1,0,0,0,0
tnni1b,3,5,2,7,13
tnni2a.2,38,40,35,45,41
tnni3k,77,25,35,25,47
tnnt1,19,30,22,10,27
tnnt2a,20,15,20,19,11
tnnt2b,0,0,0,0,2
tnnt2c,2,6,0,2,8
tnnt2d,0,2,5,6,1
tnpo1,3154,3424,2240,2604,3105
tnpo3,1762,3086,1196,2101,2765
tnr,331,239,210,303,216
tnrc18,528,590,270,316,363
tnrc6ba,3571,3496,3114,3477,3298
tnrc6c2,1652,1867,1593,1496,1944
tns1a,235,169,242,92,197
tns1b,335,304,338,316,416
tns2a,211,248,297,278,331
tnxba,0,0,0,2,2
tob1a,3164,3496,3416,3897,3833
tob1b,1857,1156,1486,1553,1296
toe1,833,1018,1275,883,895
tollip,292,560,273,570,355
tom1,3079,3565,2230,2954,3423
tom1l2,1068,807,913,741,998
tomm20b,1653,2072,1364,2336,2091
tomm22,2218,2051,1873,1839,1540
tomm34,2046,2598,1494,2019,2987
tomm40,2152,2383,1486,2059,2501
tomm40l,1821,2048,1319,1047,2014
tomm5,2204,1584,2305,1940,2082
tomm6,1126,1139,1264,987,991
tomm70a,5554,4391,3491,4186,4593
tomm7,1570,1078,2209,1946,1839
tomt,1,2,0,0,0
tonsl,928,1201,688,798,1308
top1a,1587,2351,1184,1363,1681
top2a,1387,2143,1346,1824,1870
top2b,1364,1432,1045,925,1073
top3a,324,537,202,300,416
top3b,30,2,1,2,18
topaz1,1357,1489,991,898,1903
topbp1,922,1077,526,774,1096
toporsa,483,866,451,628,854
tor1,989,1444,715,888,874
tor2a,497,708,538,590,482
tor3a,277,180,470,168,117
tor4aa,26,5,20,5,20
tox2,76,60,27,150,145
tox3,3615,284,302,37,183
tox4b,1368,2745,2189,1764,2124
tox,517,1897,813,1409,1770
tp53,757,1299,941,1372,867
tp53bp1,435,579,325,426,536
tp53i13,71,97,44,85,46
tp53inp1,41,22,45,34,20
tp53rk,1825,2162,2408,2107,1813
tp63,48,38,33,53,39
tp73,94,6,77,38,10
tpbga,21,102,19,57,90
tpbgb,943,758,643,364,634
tpcn1,2514,2623,2008,2082,2418
tpcn2,231,27,101,91,90
tpcn3,2692,2623,1946,2027,3157
tpd52,313,419,241,273,325
tpd52l1,7719,7953,8429,8896,7476
tpgs1,459,951,434,648,552
tpgs2,222,269,286,216,412
tpi1b,8704,9319,9301,8864,19540
tpk1,25,7,36,19,6
tpk2,908,954,999,754,956
tpm1,2605,2255,1841,1225,2282
tpm2,21,26,30,23,62
tpm3,21,6,6,12,3
tpm4a,1309,868,900,821,1063
tpo,6,10,4,6,4
tpp1,461,463,509,435,449
tpp2,85,130,81,80,135
tppp2,1643,2993,1237,1316,1021
tpra1,158,440,123,94,270
tprb,3548,7034,1876,3611,4510
tprg1,576,753,288,463,1012
tprg1l,1516,1358,1216,1183,1228
tprkb,694,373,861,815,531
tprn,2124,1419,2221,1928,1494
tpst1l,552,1125,653,736,715
tpt1,16623,15774,14762,14205,15199
tpte,6339,8703,6319,7133,7269
tpx2,16612,15476,16026,16659,18648
tra2a,957,1177,849,480,1094
tra2b,1249,919,787,901,866
trabd2a,1139,1238,2150,1775,2679
trabd2b,22,9,713,978,845
trabd,3073,3032,20,8,20
tradd,954,826,580,482,634
traf2b,28,34,24,43,41
traf3,600,934,460,712,729
traf3ip1,1050,1123,861,819,733
traf3ip2a,496,313,679,423,547
traf3ip2l,11,11,8,1,7
traf4a,646,757,565,541,860
traf6,1914,1316,1533,899,440
traf7,2163,2241,1374,1711,2036
trafd1,1821,2175,1764,1982,1763
traip,1129,1338,927,1124,993
trak2,1690,1868,1267,1019,1445
tram1,4330,4521,3705,3977,5323
tram2,1201,1334,1225,1042,985
trap1,843,1214,880,1178,1131
trappc10,745,1046,665,1274,1087
trappc11,1468,1161,1019,1058,1469
trappc1,1335,1619,1603,1219,1343
trappc12,630,842,451,530,687
trappc13,1895,1334,1227,1120,1264
trappc14,242,306,207,141,322
trappc2,875,867,1010,481,427
trappc2l,1117,892,1544,1087,1202
trappc3,15698,11912,17275,11327,11498
trappc4,919,946,1214,1239,961
trappc5,1312,1862,1517,1830,928
trappc6bl,1343,1214,1485,1263,959
trappc8,2340,2905,2157,2601,2343
trappc9,565,717,471,674,703
trarg1a,370,603,228,262,37
trdmt1,244,1857,327,1167,339
trh,0,0,0,0,0
trhr2,0,0,2,2,0
trhrb,0,2,0,4,0
triap1,919,944,728,933,932
trib1,160,84,66,44,74
trib2,2179,1797,1654,1656,1730
tril,404,163,769,186,382
trim107,0,2,0,4,2
trim110,19,32,26,11,20
trim13,15,16,20,8,14
trim16,31,180,84,68,33
trim23,698,747,446,482,1125
trim24,1258,1147,639,1170,1147
trim25,42,101,90,100,85
trim25l,0,3,0,2,1
trim2a,947,857,465,400,491
trim2b,9,9,6,7,4
trim32,3000,2995,2283,1735,2655
trim33,4217,4224,3020,3316,4009
trim35-12,6,2,6,10,8
trim35-13,0,0,1,0,0
trim36,5577,4062,4449,4194,4874
trim37,1669,2042,1276,2154,1423
trim44,161,404,629,151,124
trim45,94,128,109,75,70
trim46a,4,4,2,0,1
trim46b,4,1,4,7,0
trim47,280,501,215,279,345
trim54,2,0,0,18,0
trim55a,0,0,4,2,4
trim55b,1773,2778,2233,1875,2667
trim59,2203,3037,1978,2222,2537
trim62.1,1273,956,613,1133,610
trim63b,93,417,110,145,117
trim65,275,238,288,322,218
trim66,347,347,178,266,259
trim69,39,21,21,22,29
trim71,1679,2103,1097,1544,2270
trim8b,1671,2114,1566,1917,2139
trim9,2,8,0,2,0
triob,237,211,266,297,227
trip10a,848,936,689,956,881
trip11,654,1315,398,642,577
trip12,3979,5052,3946,4533,4500
trip13,551,893,919,1068,541
trip4,1611,1620,1279,1254,1162
trip6,507,519,529,367,694
triqk,701,582,731,621,622
trir,3312,3926,2795,2922,3580
trit1,715,1109,948,547,643
trmo,462,619,724,505,478
trmt10a,1247,1867,1286,1125,1879
trmt10b,470,442,385,409,547
trmt10c,1609,2037,2111,1891,1669
trmt112,1248,1436,148,190,1291
trmt11,232,311,1116,880,281
trmt12,438,567,231,322,243
trmt13,1996,2019,1549,2369,2260
trmt1,595,790,452,819,931
trmt2a,1411,1174,717,954,1078
trmt2b,209,305,158,195,355
trmt44,622,663,397,459,467
trmt5,875,687,1027,788,915
trmt6,1926,223,1756,86,1712
trmt61a,91,938,54,869,88
trmt61b,712,2423,877,2036,855
trmt9b,1506,1955,1669,1897,1144
trmu,1165,1429,966,1269,1340
trnaa-agc,0,0,0,0,0
trnaa-agc_1,0,0,0,0,0
trnaa-agc_10,0,0,0,0,0
trnaa-agc_11,0,0,0,0,0
trnaa-agc_12,0,0,0,0,0
trnaa-agc_13,0,0,0,0,0
trnaa-agc_14,0,0,0,0,0
trnaa-agc_15,0,0,0,0,0
trnaa-agc_16,0,0,0,0,0
trnaa-agc_17,0,0,0,0,0
trnaa-agc_18,0,0,0,0,0
trnaa-agc_19,0,0,0,0,0
trnaa-agc_2,0,0,0,0,0
trnaa-agc_20,0,0,0,0,0
trnaa-agc_21,0,0,0,0,0
